# poeAI opening book v1
# format: prefix_usi_moves|bestmove|count
# empty prefix means startpos
2g2f 3c3d 7g7f 8c8d 2f2e 8d8e 2e2d 2c2d 2h2d 2b8h+ 7i8h B*3c|2d2h|57
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 7a7b 5i5h 8e8f 8g8f 8b8f|P*8g|57
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 9c9d 9g9f 3c3d 2e2d 2c2d|2h2d|57
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 3i3h 8e8f 8g8f 8b8f P*8g 8f8d|7g7f|57
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 7i7h 8b4b 9g9f 9c9d 5i6h 5a6b|3i4h|57
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e 6h7g 3a3b 2g2f 6c6d 2f2e 7a6b|5g5f|57
2g2f 4a3b 2f2e 8c8d 7g7f 3c3d 6i7h 8d8e 2e2d 2c2d 2h2d 8e8f|8g8f|56
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 3i3h 8e8f 8g8f 8b8f 6i7h 8f8b|P*8g|56
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 3i4h 7a6b 3g3f 2b7g+|8h7g|56
5g5f 3c3d 2h5h 8c8d 5f5e 5a4b 5i4h 7a6b 7g7f 4b3b 1g1f 8d8e|8h7g|56
7g7f 3c3d 2g2f 4c4d 7i7h 8b4b 2f2e 2b3c 9g9f 9c9d 3i4h 7a7b|4i5h|56
2g2f 3c3d 2f2e 4a3b 2e2d 2c2d 2h2d 8c8d 6i7h 3b3c 2d2h P*2c|5i6h|55
2g2f 3c3d 5i6h 8c8d 7g7f 8d8e 6i7h 8e8f 8g8f 8b8f 8h2b+ 3a2b|P*8g|54
2g2f 8c8d 2f2e 4a3b 2e2d 2c2d 2h2d P*2c 2d2f 8d8e 3i3h 7a7b|7i7h|54
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 7a7b 9g9f 9c9d 3g3f 3c3d|2e2d|54
2g2f 8c8d 2f2e 8d8e 7g7f 3c3d 2e2d 2c2d 2h2d P*2h 2d2h 8e8f|8g8f|54
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 3i3h 9c9d 6i7h 1c1d 5i6h 7a7b|3g3f|54
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 3i4h 2b3c|4g4f|54
2h7h 8c8d 7g7f 8d8e 8h7g 1c1d 1g1f 5a4b 6g6f 7a6b 5i4h 3c3d|7i6h|54
7g7f 3c3d 2g2f 8c8d 2f2e 8d8e 2e2d 2c2d 2h2d 2b8h+ 7i8h B*3c|2d2h|54
7g7f 4a3b 2g2f 8c8d 6i7h 8d8e 8h7g 3c3d 7i8h 3a4b 7g2b+ 3b2b|8h7g|54
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e 6h7g 6c6d 2g2f 3a3b 6i7h 7a6b|2f2e|54
2g2f 8c8d 2f2e 8d8e 2e2d 2c2d 7g7f 4a3b 2h2d P*2c 2d2f 8e8f|8g8f|53
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 9g9f 7a7b 3i3h 3c3d 2e2d 2c2d|2h2d|53
7g7f 3c3d 6g6f 8c8d 2h6h 8d8e 8h7g 7a6b 5i4h 5a4b 4h3h 4b3b|3h2h|53
7g7f 4a3b 2g2f 3c3d 2f2e 8c8d 5i5h 8d8e 2e2d 2c2d 2h2d 8e8f|8g8f|53
7g7f 8c8d 7i6h 5a4b 6h7g 3c3d 6i7h 8d8e 5i6h 7c7d 4i5h 4a3b|6g6f|53
2g2f 3c3d 7g7f 4c4d 3i4h 3a3b 5i6h 3b4c 4g4f 9c9d 9g9f 8b4b|4h4g|52
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i8h 5a4b 2e2d 2c2d|2h2d|52
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 6i7h 3c3d 2e2d 2c2d 2h2d 8e8f|8g8f|52
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a4b 3i4h 4b3c|4g4f|52
2h7h 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f 7a6b 1g1f 1c1d 3i3h 6a5b|5i4h|52
5i6h 8c8d 4i5i 8d8e 3i4h 8e8f 8g8f 8b8f 6i7h P*8g P*8b 8f8b|7h8g|52
2g2f 8c8d 7g7f 4a3b 6i7h 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a4b|3i3h|51
2g2f 9c9d 2f2e 4a3b 7g7f 8c8d 2e2d 2c2d 2h2d P*2c 2d2h 3c3d|8h2b+|51
2h7h 1c1d 1g1f 3c3d 7i6h 8c8d 7g7f 8d8e 5i4h 5a4b 4h3h 4b3b|8h7g|51
6i7h 3c3d 7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 2e2d 2c2d 2h2d 8e8f|8g8f|51
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 3i3h 7a7b 9g9f 5a5b 2e2d 2c2d|2h2d|51
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 9g9f 7a7b 3i3h 5a5b 2e2d 2c2d|2h2d|51
7g7f 3c3d 2g2f 4a3b 2f2e 8c8d 2e2d 2c2d 2h2d P*2h 2d2h 8d8e|P*2d|51
7g7f 3c3d 2g2f 9c9d 2f2e 9d9e 5i6h 2b8h+ 7i8h 3a2b 3i4h 2b3c|4i5h|51
7g7f 8b5b 3i4h 5a6b 5i6h 6b7b 2g2f 3c3d 2f2e 7b8b 6h7h 7a7b|2e2d|51
7g7f 8c8d 2g2f 4a3b 2f2e 8d8e 8h7g 3c3d 7i8h 2b3c 7g3c+ 3b3c|8h7g|51
7g7f 8c8d 2g2f 4a3b 6i7h 8d8e 8h7g 3c3d 7i6h 3a4b 7g2b+ 3b2b|6h7g|51
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 5a4b 2f2e 3a3b|2e2d|51
7g7f 8c8d 2h7h 8d8e 8h7g 3c3d 6g6f 1c1d 1g1f 5a4b 5i4h 7a6b|4h3h|51
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 3i4h 8b4b 5i6h 7a7b 5g5f 9c9d|9g9f|50
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 9c9d 9g9f 1c1d 3g3f 8e8f|8g8f|50
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 3i3h 9c9d 6i7h 1c1d 3g3f 8e8f|8g8f|50
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 6i7h 7a7b 3i3h 1c1d 3g3f 8e8f|8g8f|50
2g2f 8c8d 7g7f 4a3b 2f2e 8d8e 6i7h 8e8f 8g8f 8b8f 2e2d 2c2d|2h2d|50
2h7h 8c8d 7g7f 1c1d 1g1f 8d8e 8h7g 3c3d 6g6f 5a4b 3i3h 7a6b|5i4h|50
7g7f 3c3d 2g2f 4a3b 6i7h 5a4b 2f2e 8c8d 2e2d 2c2d 2h2d P*2h|2d2h|50
7g7f 4a3b 2g2f 1c1d 1g1f 3c3d 2f2e 8c8d 6i7h 8d8e 2e2d 2c2d|2h2d|50
7g7f 8c8d 2g2f 4a3b 6i7h 3c3d 2f2e 8d8e 2e2d 2c2d 2h2d 8e8f|8g8f|50
2g2f 8c8d 7g7f 3c3d 2f2e 8d8e 6i7h 8e8f 8g8f 8b8f 2e2d 2c2d|2h2d|49
2g2f 8c8d 7g7f 8d8e 2f2e 4a3b 6i7h 8e8f 8g8f 8b8f 7i6h 8f7f|6h7g|49
2h7h 3c3d 7i6h 8c8d 7g7f 8d8e 1g1f 1c1d 8h2b+ 3a2b 7h8h 5a4b|6g6f|49
7g7f 3c3d 2g2f 4a3b 2f2e 8c8d 6i7h 2b8h+ 7i8h 3a2b 3i3h 2b3c|3g3f|49
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 8b3b 5i6h 5a6b 6h7h 6b7b|8h7g|49
7g7f 8b5b 2h7h 5a6b 7f7e 6b7b 5i4h 5c5d 4h3h 7b8b 3h2h 3a4b|7i6h|49
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i7h 4a3b 3i3h 7a6b 2f2e 2b7g+|7h7g|49
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a3b 2f2e 3b3c|3i4h|49
7g7f 8c8d 7i6h 3c3d 6h7g 7c7d 2g2f 8d8e 2f2e 8a7c 6i7h 2b3c|8h7i|49
2g2f 3c3d 7g7f 4c4d 3i4h 8b4b 9g9f 9c9d 5i6h 7a7b 5g5f 4a5b|6h7h|48
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i6h 9c9d 9g9f 1c1d|1g1f|48
2g2f 8c8d 7g7f 4a3b 6i7h 3c3d 2f2e 8d8e 2e2d 2c2d 2h2d 8e8f|8g8f|48
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 3i4h 7a6b 2f2e 2b7g+|8h7g|48
7g7f 8c8d 2g2f 4a3b 2f2e 3c3d 6i7h 8d8e 2e2d 2c2d 2h2d 8e8f|8g8f|48
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 3i3h 7a7b 9g9f 8e8f 8g8f 8b8f|P*8g|47
2h7h 1c1d 1g1f 3c3d 5i4h 2b3c 3i3h 8b2b 7g7f 2c2d 3g3f 2d2e|7f7e|47
2h7h 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f 1c1d 1g1f 5a4b 5i4h 5c5d|3i3h|47
7g7f 3c3d 2g2f 4a3b 2f2e 2b8h+ 7i8h 3a2b 3i3h 2b3c 3g3f 7a6b|3h3g|47
7g7f 8b5b 2g2f 5a6b 2f2e 3c3d 4i5h 6b7b 6g6f 2b3c 5h6g 7b8b|3i4h|47
7g7f 8c8d 1g1f 3c3d 6g6f 7a6b 1f1e 5a4b 2h6h 4b3b 7i7h 5c5d|6i5h|47
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b 6i7h 2b3c|3i3h|47
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 3i4h 3a3b 3g3f 3b4c 5i6h 9c9d|4i5h|46
2g2f 8c8d 2f2e 3c3d 7g7f 4a3b 2e2d 2c2d 2h2d 8d8e 8h2b+ 3a2b|B*7g|46
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 1c1d 9g9f 9c9d 3g3f 8e8f|8g8f|46
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 5a5b 9g9f 7a7b 4g4f 7c7d|2e2d|46
2g2f 8c8d 7g7f 8d8e 2f2e 4a3b 8h7g 3c3d 6g6f 2b3c 1g1f 1c1d|6i7h|46
7g7f 8c8d 2g2f 4a3b 6i7h 8d8e 8h7g 3c3d 7i6h 4c4d 4g4f 3a4b|3i3h|46
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 3i3h 2b3c|6i7h|46
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a4b 3g3f 4b3c|3i4h|46
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 9g9f 9c9d 3i3h 7a7b 5i6h 8e8f|8g8f|45
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b 6i7h 2b3c|3i3h|45
2h7h 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f 5a4b 1g1f 1c1d 3i3h 6a5b|5i4h|45
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 9c9d 5i6h 3a3b 6h7h 3b4c|4i5h|45
7g7f 4a3b 2g2f 8c8d 2f2e 8d8e 8h7g 3c3d 7i8h 3a4b 2e2d 2c2d|2h2d|45
7g7f 8c8d 2g2f 3c3d 6i7h 8d8e 2f2e 4a3b 2e2d 2c2d 2h2d 8e8f|8g8f|45
7g7f 8c8d 2g2f 4a3b 6i7h 8d8e 8h7g 3c3d 7i8h 4c4d 3i4h 3a4b|5i6i|45
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4a3b 2f2e 2b3c 7g3c+ 3b3c|8h7g|45
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4a3b 6i7h 3a4b 7g2b+ 3b2b|8h7g|45
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 5a4b 2f2e 4a3b 2e2d 2c2d|2h2d|45
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 3i3h 8e8f 8g8f 8b8f P*8g 8f8d|9g9f|44
2g2f 8c8d 2f2e 4a3b 6i7h 8d8e 3i3h 8e8f 8g8f 8b8f P*8g 8f8d|9g9f|44
2g2f 8c8d 2f2e 4a3b 7g7f 3c3d 6i7h 8d8e 2e2d 2c2d 2h2d 8e8f|8g8f|44
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 8e8f 8g8f 8b8f 9g9f 8f8b|P*8g|44
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 8e8f 8g8f 8b8f 9g9f 8f8d|7g7f|44
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i4h 8e8f 8g8f 8b8f P*8g 8f8d|7g7f|44
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 3i3h 7a7b 2e2d 2c2d 2h2d P*2c|2d2h|44
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 3i3h 7a7b 9g9f 1c1d 3g3f 8e8f|8g8f|44
2g2f 8c8d 7g7f 4a3b 6i7h 8d8e 8h7g 3c3d 7i8h 3a4b 7g2b+ 3b2b|8h7g|44
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 3i3h 4c4d 2f2e 3a4b|2e2d|44
6i7h 3c3d 7g7f 8c8d 2g2f 4a3b 2f2e 8d8e 2e2d 2c2d 2h2d 8e8f|8g8f|44
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 8b2b 5i6h 3a4b 6h7h 5a6b|4g4f|44
7g7f 8c8d 1g1f 3c3d 1f1e 8d8e 8h2b+ 3a2b 7i8h 7a6b 8h7g 7c7d|2h8h|44
7g7f 8c8d 2g2f 4a3b 6i7h 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b|3i3h|44
7g7f 8c8d 6i7h 3c3d 2g2f 4a3b 2f2e 8d8e 2e2d 2c2d 2h2d 8e8f|8g8f|44
7g7f 8c8d 7i6h 3c3d 6h7g 4a3b 2g2f 3a4b 2f2e 4b3c 3g3f 7a6b|6i7h|44
2g2f 3c3d 7g7f 4c4d 3g3f 3a3b 2f2e 2b3c 3i4h 3b4c 5i6h 9c9d|4i5h|43
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 5i6h 3a4b 2f2e 2b3c 3g3f 4b4c|4i5h|43
2g2f 4a3b 2f2e 7a6b 7g7f 8c8d 6i7h 1c1d 2e2d 2c2d 2h2d P*2c|2d2h|43
2g2f 7a6b 2f2e 4a3b 7g7f 8c8d 2e2d 2c2d 2h2d P*2c 2d2h 8d8e|8h7g|43
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 9g9f 9c9d 3i3h 8e8f 8g8f 7a7b|7h8g|43
5g5f 3c3d 2h5h 8c8d 5f5e 5a4b 5i4h 4b3b 7g7f 7a6b 1g1f 8d8e|8h7g|43
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 3i3h 7a7b 9g9f 1c1d 3g3f 8e8f|8g8f|43
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 8b3b 5i6h 5a6b 6h7h 3a4b|4i5h|43
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4a3b 3i3h 4c4d 2f2e 3a4b|2e2d|43
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 2f2e 2b3c 5i6h 3a4b 3g3f 4b4c|4i5h|42
2g2f 4a3b 2f2e 8c8d 2e2d 2c2d 2h2d P*2c 2d2h 8d8e 6i7h 7a7b|7g7f|42
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 3i3h 7a7b 9g9f 5a5b 4g4f 8e8f|8g8f|42
2g2f 8c8d 2f2e 4a3b 6i7h 8d8e 3i3h 7a7b 9g9f 5a5b 4g4f 7c7d|2e2d|42
2g2f 8c8d 2f2e 4a3b 7g7f 8d8e 8h7g 3c3d 7i8h 2b3c 7g3c+ 3b3c|8h7g|42
2g2f 8c8d 2f2e 8d8e 2e2d 2c2d 6i7h 4a3b 2h2d P*2c 2d2f 7a7b|5i5h|42
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i6h 2b3c 7g3c+ 2a3c|6h7g|42
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i6h 9c9d 9g9f 2b7g+|6h7g|42
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i8h 2b7g 8h7g 3a2b|1g1f|42
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 9g9f 9c9d 3i3h 8e8f 8g8f 7a7b|7h8g|42
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 3i3h 7a7b 9g9f 9c9d 5i6h 1c1d|3g3f|42
6i7h 8c8d 7g7f 8d8e 8h7g 3c3d 7i6h 4a3b 3i3h 7a6b 2g2f 4c4d|4g4f|42
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 7i7h 8b4b 9g9f 9c9d 3i4h 7a7b|4i5h|42
7g7f 3c3d 2g2f 8c8d 6i7h 4a3b 2f2e 8d8e 2e2d 2c2d 2h2d 8e8f|8g8f|42
7g7f 8b5b 2h7h 5a6b 7f7e 6b7b 5i4h 7b8b 4h3h 5c5d 3h2h 9a9b|7i6h|42
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e 6h7g 6c6d 4i5h 6d6e 6f6e 8e8f|8g8f|42
2g2f 3c3d 5i6h 4a3b 3i3h 3a4b 4g4f 4b3c 7g7f 6a5b 7i7h 1c1d|3h4g|41
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 5i6h 3a3b 4i5h 3b4c 2f2e 2b3c|3g3f|41
2g2f 3c3d 7g7f 8c8d 6i7h 4a3b 2f2e 8d8e 2e2d 2c2d 2h2d 8e8f|8g8f|41
2g2f 3c3d 7g7f 8c8d 6i7h 8d8e 2f2e 4a3b 2e2d 2c2d 2h2d 8e8f|8g8f|41
2g2f 4a3b 2f2e 8c8d 7g7f 8d8e 8h7g 3c3d 7i6h 8e8f 8g8f 1c1d|2e2d|41
2g2f 4a3b 7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 3a4b 7g2b+ 3b2b|6h7g|41
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 7i6h 8e8f 8g8f 8b8f 6i7h 3c3d|6h7g|41
2g2f 8c8d 7g7f 4a3b 2f2e 3c3d 6i7h 8d8e 2e2d 2c2d 2h2d 8e8f|8g8f|41
2g2f 8c8d 7g7f 8d8e 7i6h 8e8f 8g8f 8b8f 6i7h 8f7f 6h7g 7f7d|5i6i|41
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 3i3h 2b3c|4g4f|41
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 7i7h 3a3b 5g5f 3b4c 3g3f 8b2b|3i4h|41
7g7f 3c3d 2g2f 4c4d 3i4h 8b4b 5i6h 5a6b 6h7h 6b7b 5g5f 3a3b|4i5h|41
7g7f 5a4b 2g2f 4a3b 2f2e 3c3d 2e2d 2c2d 2h2d 8c8d 6i7h 8d8e|2d3d|41
7g7f 8c8d 2g2f 4a3b 6i7h 8d8e 8h7g 3c3d 7i6h 4c4d 3i4h 3a4b|4g4f|41
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 8h7g 3c3d 7i6h 9c9d 9g9f 1c1d|6i7h|41
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b 3i3h 2b3c|3g3f|41
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a4b 3i3h 4b3c|6i7h|41
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4a3b 3i4h 7a6b 2f2e 2b7g+|8h7g|41
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4a3b 6i7h 2b7g+ 8h7g 3a2b|3i3h|41
7g7f 8c8d 6i7h 4a3b 2g2f 8d8e 8h7g 3c3d 7i6h 4c4d 3i4h 3a4b|4g4f|41
7g7f 8c8d 7i6h 3c3d 6g6f 7a6b 5g5f 8d8e 6h7g 6c6d 2g2f 6b6c|8h7i|41
2g2f 3c3d 7g7f 4c4d 2f2e 3a3b 2e2d 2c2d 2h2d 2b3c 2d2h P*2d|3g3f|40
2g2f 3c3d 7g7f 9c9d 2f2e 2b8h+ 7i8h 9d9e 5i6h 3a2b 3i4h 2b3c|4i5h|40
2g2f 8c8d 2f2e 8d8e 2e2d 2c2d 6i7h 4a3b 2h2d P*2c 2d2h 5a5b|7g7f|40
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 2e2d 2c2d 2h2d P*2c 2d2f 7a6b|3i3h|40
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 9g9f 7a7b 1g1f 1c1d 3i3h 9c9d|7g7f|40
2g2f 3c3d 7g7f 8b4b 2f2e 5a6b 9g9f 4c4d 2e2d 2c2d 2h2d 4d4e|6g6f|39
2g2f 3c3d 7g7f 9c9d 2f2e 9d9e 5i6h 2b8h 7i8h 3a2b 3i4h 2b3c|4i5h|39
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 7g7f 8e8f 8g8f 8b8f 2e2d 2c2d|2h2d|39
2g2f 8c8d 2f2e 8d8e 6i7h 1c1d 2e2d 2c2d 2h2d 4a3b 2d2h P*2c|7g7f|39
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 2e2d 2c2d 2h2d P*2c 2d2f 1c1d|9g9f|39
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i4h 3c3d 5i6i 2b3c 7g7f 3a2b|8h3c+|39
2g2f 8c8d 7g7f 4a3b 6i7h 8d8e 2f2e 8e8f 8g8f 8b8f 2e2d 2c2d|2h2d|39
2g2f 8c8d 7g7f 4a3b 6i7h 8d8e 8h7g 3c3d 7i6h 4c4d 3i3h 3a4b|4g4f|39
5g5f 8c8d 7g7f 8d8e 8h7g 3c3d 2h8h 1c1d 1g1f 2b7g+ 8i7g B*5g|B*5e|39
7g7f 3c3d 5i6h 8c8d 6h7h 8d8e 3i4h 8e8f 8g8f 8b8f 8h2b+ 3a2b|7i8h|39
7g7f 8c8d 2g2f 4a3b 2f2e 3c3d 5i5h 2b8h+ 7i8h 3a2b 6i7h 2b3c|3i4h|39
7g7f 8c8d 2g2f 4a3b 6i7h 8d8e 8h7g 3c3d 7i8h 4c4d 2f2e 3a4b|2e2d|39
7g7f 8c8d 6i7h 4a3b 2g2f 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b|3i3h|39
7g7f 8c8d 6i7h 8d8e 2g2f 8e8f 8g8f 8b8f 2f2e 4a3b 2e2d 2c2d|2h2d|39
2g2f 3c3d 7g7f 4a3b 2f2e 8c8d 6i7h 2b8h+ 7i8h 3a2b 3i3h 2b3c|3g3f|38
2g2f 3c3d 7g7f 8c8d 6i7h 8d8e 5i6h 4a3b 2f2e 8e8f 8g8f 8b8f|P*8b|38
2g2f 3c3d 7g7f 9c9d 6i7h 4c4d 7i6h 9d9e 2f2e 2b3c 2e2d 2c2d|7h7i|38
2g2f 8c8d 2f2e 3c3d 2e2d 2c2d 2h2d 8d8e 6i7h 4a3b 7g7f 8e8f|8g8f|38
2g2f 8c8d 2f2e 4a3b 6i7h 8d8e 3i3h 7a7b 9g9f 9c9d 3g3f 3c3d|2e2d|38
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 7a7b 9g9f 9c9d 5i6h 8e8f|8g8f|38
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 2e2d 2c2d 2h2d 8e8f 8g8f P*2c|2d2f|38
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i7h 2b7g+ 7h7g 3a2b 6i7h 2b3c|3i3h|38
2h7h 1c1d 1g1f 3c3d 3i3h 2b3c 5i4h 8b2b 7g7f 2c2d 3g3f 2d2e|7f7e|38
2h7h 8c8d 7g7f 8d8e 8h7g 1c1d 1g1f 7a6b 5i4h 5a4b 3i3h 3c3d|7i6h|38
2h7h 8c8d 7g7f 8d8e 8h7g 5a4b 1g1f 1c1d 6g6f 7a6b 5i4h 4b3b|3i3h|38
7g7f 3c3d 6g6f 8c8d 7i6h 8d8e 6h7g 5a4b 2g2f 3a3b 6i7h 6a5b|2f2e|38
7g7f 7a6b 2g2f 4a3b 2f2e 8c8d 6i7h 1c1d 2e2d 2c2d 2h2d P*2c|2d2h|38
7g7f 8b5b 2h7h 5a6b 7f7e 6b7b 5i4h 7b8b 4h3h 5c5d 7i6h 9a9b|3h2h|38
7g7f 8c8d 2g2f 4a3b 2f2e 8d8e 8h7g 3c3d 7i8h 3a4b 2e2d 2c2d|2h2d|38
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 4a3b 3i3h 3a4b|5i6h|38
7g7f 8c8d 7i6h 3c3d 6h7g 7c7d 2g2f 6c6d 2f2e 4a3b 6i7h 7a7b|2e2d|38
2g2f 3c3d 2f2e 2b3c 5i6h 8c8d 6i7h 4c4d 7g7f 7a6b 3i3h 5a4b|3g3f|37
2g2f 3c3d 7g7f 4a3b 2f2e 2b3c 2e2d 2c2d 6i7h 3c8h 7i8h 3b3c|B*5e|37
2g2f 3c3d 7g7f 4c4d 3i4h 3a3b 5i6h 3b4c 4i5h 9c9d 2f2e 2b3c|3g3f|37
2g2f 3c3d 7g7f 5c5d 2f2e 8b5b 3i4h 5d5e 5i6h 2b3c 3g3f 5a6b|4h3g|37
2g2f 8b4b 2f2e 6c6d 2e2d 2c2d 2h2d 7c7d P*2c P*2h 3i2h 5a5b|2c2b+|37
2g2f 8c8d 2f2e 3c3d 2e2d 2c2d 2h2d 8d8e 6i7h 4a3b 3i3h 8e8f|8g8f|37
2g2f 8c8d 2f2e 4a3b 6i7h 8d8e 2e2d 2c2d 2h2d P*2c 2d2f 7a7b|1g1f|37
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 2e2d 2c2d 2h2d P*2c 2d2e 3c3d|7g7f|37
2g2f 8c8d 2f2e 8d8e 7g7f 3c3d 6i7h 8e8f 8g8f 8b8f 2e2d 2c2d|2h2d|37
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 3i3h 7a7b 9g9f 9c9d 5i6h 8e8f|8g8f|37
2g2f 8c8d 7g7f 4a3b 6i7h 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b|3i3h|37
5g5f 8c8d 7g7f 3c3d 5f5e 8d8e 8h7g 7c7d 2h5h 5a4b 5i4h 4b3b|1g1f|37
6i7h 4a3b 2g2f 2c2d 2f2e 2d2e 2h2e P*2c P*2d 2c2d 2e2d 5a5b|P*2c|37
7g7f 3c3d 6g6f 8c8d 7i6h 8d8e 6h7g 5a4b 2g2f 3a3b 2f2e 4b3a|6i7h|37
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 3i3h 7a6b|3g3f|37
